,country,year,sex,age,suicides_no,population,suicides.100k.pop,gdp_for_year,gdp_per_capita,generation,continent
15157,Lithuania,2004,male,15-24 years,115,254022,45.27,22649930576,7028,Millenials,Europe
15158,Lithuania,2004,female,75+ years,41,150000,27.33,22649930576,7028,Silent,Europe
15159,Lithuania,2004,female,35-54 years,98,496461,19.74,22649930576,7028,Boomers,Europe
15160,Lithuania,2004,female,55-74 years,73,395331,18.47,22649930576,7028,Silent,Europe
15161,Lithuania,2004,female,25-34 years,24,231241,10.38,22649930576,7028,Generation X,Europe
15162,Lithuania,2004,female,15-24 years,19,245226,7.75,22649930576,7028,Millenials,Europe
15163,Lithuania,2004,male,5-14 years,6,221380,2.71,22649930576,7028,Millenials,Europe
15164,Lithuania,2004,female,5-14 years,1,210788,0.47,22649930576,7028,Millenials,Europe
15165,Lithuania,2005,male,55-74 years,289,271641,106.39,26125575942,8229,Silent,Europe
15166,Lithuania,2005,male,35-54 years,469,453800,103.35,26125575942,8229,Boomers,Europe
15167,Lithuania,2005,male,75+ years,52,62849,82.74,26125575942,8229,Silent,Europe
15168,Lithuania,2005,male,25-34 years,172,221170,77.77,26125575942,8229,Generation X,Europe
15169,Lithuania,2005,male,15-24 years,100,249053,40.15,26125575942,8229,Millenials,Europe
15170,Lithuania,2005,female,75+ years,34,154994,21.94,26125575942,8229,Silent,Europe
15171,Lithuania,2005,female,55-74 years,86,393282,21.87,26125575942,8229,Silent,Europe
15172,Lithuania,2005,female,35-54 years,84,492082,17.07,26125575942,8229,Boomers,Europe
15173,Lithuania,2005,female,25-34 years,19,223982,8.48,26125575942,8229,Generation X,Europe
15174,Lithuania,2005,female,15-24 years,11,240386,4.58,26125575942,8229,Millenials,Europe
15175,Lithuania,2005,male,5-14 years,2,211022,0.95,26125575942,8229,Millenials,Europe
15176,Lithuania,2005,female,5-14 years,1,200467,0.5,26125575942,8229,Millenials,Europe
15177,Lithuania,2006,male,55-74 years,238,269578,88.29,30216060233,9667,Silent,Europe
15178,Lithuania,2006,male,35-54 years,366,450132,81.31,30216060233,9667,Boomers,Europe
15179,Lithuania,2006,male,75+ years,51,65428,77.95,30216060233,9667,Silent,Europe
15180,Lithuania,2006,male,25-34 years,96,214726,44.71,30216060233,9667,Generation X,Europe
15181,Lithuania,2006,male,15-24 years,97,244528,39.67,30216060233,9667,Millenials,Europe
15182,Lithuania,2006,female,75+ years,37,159540,23.19,30216060233,9667,Silent,Europe
15183,Lithuania,2006,female,55-74 years,59,390589,15.11,30216060233,9667,Silent,Europe
15184,Lithuania,2006,female,35-54 years,70,488597,14.33,30216060233,9667,Boomers,Europe
15185,Lithuania,2006,female,25-34 years,19,217069,8.75,30216060233,9667,Generation X,Europe
15186,Lithuania,2006,female,15-24 years,10,236885,4.22,30216060233,9667,Millenials,Europe
15187,Lithuania,2006,male,5-14 years,5,199438,2.51,30216060233,9667,Millenials,Europe
15188,Lithuania,2006,female,5-14 years,1,189257,0.53,30216060233,9667,Millenials,Europe
15189,Lithuania,2007,male,55-74 years,220,267333,82.29,39738180077,12869,Silent,Europe
15190,Lithuania,2007,male,75+ years,51,67551,75.5,39738180077,12869,Silent,Europe
15191,Lithuania,2007,male,35-54 years,326,447405,72.86,39738180077,12869,Boomers,Europe
15192,Lithuania,2007,male,25-34 years,146,210164,69.47,39738180077,12869,Generation X,Europe
15193,Lithuania,2007,male,15-24 years,101,243589,41.46,39738180077,12869,Millenials,Europe
15194,Lithuania,2007,female,75+ years,40,164150,24.37,39738180077,12869,Silent,Europe
15195,Lithuania,2007,female,35-54 years,60,485943,12.35,39738180077,12869,Boomers,Europe
15196,Lithuania,2007,female,55-74 years,46,387684,11.87,39738180077,12869,Silent,Europe
15197,Lithuania,2007,female,25-34 years,17,212154,8.01,39738180077,12869,Generation X,Europe
15198,Lithuania,2007,female,15-24 years,10,236177,4.23,39738180077,12869,Millenials,Europe
15199,Lithuania,2007,female,5-14 years,4,177982,2.25,39738180077,12869,Generation Z,Europe
15200,Lithuania,2007,male,5-14 years,4,187735,2.13,39738180077,12869,Generation Z,Europe
15201,Lithuania,2008,male,35-54 years,401,444829,90.15,47850551149,15669,Boomers,Europe
15202,Lithuania,2008,male,75+ years,56,69533,80.54,47850551149,15669,Silent,Europe
15203,Lithuania,2008,male,25-34 years,155,207780,74.6,47850551149,15669,Generation X,Europe
15204,Lithuania,2008,male,55-74 years,190,264954,71.71,47850551149,15669,Silent,Europe
15205,Lithuania,2008,male,15-24 years,114,242106,47.09,47850551149,15669,Millenials,Europe
15206,Lithuania,2008,female,75+ years,36,168662,21.34,47850551149,15669,Silent,Europe
15207,Lithuania,2008,female,55-74 years,60,384300,15.61,47850551149,15669,Silent,Europe
15208,Lithuania,2008,female,35-54 years,65,483453,13.44,47850551149,15669,Boomers,Europe
15209,Lithuania,2008,female,15-24 years,17,234198,7.26,47850551149,15669,Millenials,Europe
15210,Lithuania,2008,female,25-34 years,15,208792,7.18,47850551149,15669,Generation X,Europe
15211,Lithuania,2008,male,5-14 years,2,177345,1.13,47850551149,15669,Generation Z,Europe
15213,Lithuania,2009,male,35-54 years,428,440281,97.21,37440673478,12412,Boomers,Europe
15214,Lithuania,2009,male,55-74 years,239,263507,90.7,37440673478,12412,Silent,Europe
15215,Lithuania,2009,male,75+ years,57,71090,80.18,37440673478,12412,Silent,Europe
15216,Lithuania,2009,male,25-34 years,116,205749,56.38,37440673478,12412,Generation X,Europe
15217,Lithuania,2009,male,15-24 years,109,237032,45.99,37440673478,12412,Millenials,Europe
15218,Lithuania,2009,female,75+ years,40,172277,23.22,37440673478,12412,Silent,Europe
15219,Lithuania,2009,female,35-54 years,65,480247,13.53,37440673478,12412,Boomers,Europe
15220,Lithuania,2009,female,55-74 years,48,381948,12.57,37440673478,12412,Silent,Europe
15221,Lithuania,2009,female,25-34 years,15,205781,7.29,37440673478,12412,Generation X,Europe
15222,Lithuania,2009,female,15-24 years,16,229147,6.98,37440673478,12412,Millenials,Europe
15223,Lithuania,2009,male,5-14 years,3,169250,1.77,37440673478,12412,Generation Z,Europe
15224,Lithuania,2009,female,5-14 years,2,160188,1.25,37440673478,12412,Generation Z,Europe
15225,Lithuania,2010,male,55-74 years,219,262907,83.3,37120517694,12584,Silent,Europe
15226,Lithuania,2010,male,35-54 years,357,430396,82.95,37120517694,12584,Generation X,Europe
15227,Lithuania,2010,male,75+ years,49,72479,67.61,37120517694,12584,Silent,Europe
15228,Lithuania,2010,male,25-34 years,110,198028,55.55,37120517694,12584,Generation X,Europe
15229,Lithuania,2010,male,15-24 years,93,227810,40.82,37120517694,12584,Millenials,Europe
15230,Lithuania,2010,female,75+ years,41,175611,23.35,37120517694,12584,Silent,Europe
15231,Lithuania,2010,female,35-54 years,72,471491,15.27,37120517694,12584,Generation X,Europe
15232,Lithuania,2010,female,55-74 years,50,380465,13.14,37120517694,12584,Silent,Europe
15233,Lithuania,2010,female,15-24 years,14,218961,6.39,37120517694,12584,Millenials,Europe
15234,Lithuania,2010,female,25-34 years,11,196906,5.59,37120517694,12584,Generation X,Europe
15235,Lithuania,2010,female,5-14 years,1,153084,0.65,37120517694,12584,Generation Z,Europe
15236,Lithuania,2010,male,5-14 years,1,161599,0.62,37120517694,12584,Generation Z,Europe
15237,Lithuania,2011,male,35-54 years,349,420391,83.02,43476873413,15097,Generation X,Europe
15238,Lithuania,2011,male,55-74 years,213,262391,81.18,43476873413,15097,Boomers,Europe
15239,Lithuania,2011,male,75+ years,56,74328,75.34,43476873413,15097,Silent,Europe
15240,Lithuania,2011,male,25-34 years,124,189937,65.28,43476873413,15097,Millenials,Europe
15241,Lithuania,2011,male,15-24 years,74,217769,33.98,43476873413,15097,Millenials,Europe
15242,Lithuania,2011,female,75+ years,38,179526,21.17,43476873413,15097,Silent,Europe
15243,Lithuania,2011,female,55-74 years,68,378929,17.95,43476873413,15097,Boomers,Europe
15244,Lithuania,2011,female,35-54 years,67,460566,14.55,43476873413,15097,Generation X,Europe
15245,Lithuania,2011,female,25-34 years,17,187312,9.08,43476873413,15097,Millenials,Europe
15246,Lithuania,2011,female,15-24 years,10,207726,4.81,43476873413,15097,Millenials,Europe
15247,Lithuania,2011,female,5-14 years,1,146411,0.68,43476873413,15097,Generation Z,Europe
15248,Lithuania,2011,male,5-14 years,1,154519,0.65,43476873413,15097,Generation Z,Europe
15249,Lithuania,2012,male,35-54 years,321,413107,77.7,42848195256,15099,Generation X,Europe
15250,Lithuania,2012,male,55-74 years,195,263194,74.09,42848195256,15099,Boomers,Europe
15251,Lithuania,2012,male,75+ years,53,76080,69.66,42848195256,15099,Silent,Europe
15252,Lithuania,2012,male,25-34 years,117,187811,62.3,42848195256,15099,Millenials,Europe
15253,Lithuania,2012,male,15-24 years,64,209964,30.48,42848195256,15099,Millenials,Europe
15254,Lithuania,2012,female,75+ years,37,183510,20.16,42848195256,15099,Silent,Europe
15255,Lithuania,2012,female,35-54 years,74,451819,16.38,42848195256,15099,Generation X,Europe
15256,Lithuania,2012,female,55-74 years,45,378541,11.89,42848195256,15099,Boomers,Europe
15257,Lithuania,2012,female,25-34 years,10,183799,5.44,42848195256,15099,Millenials,Europe
15258,Lithuania,2012,female,15-24 years,8,199629,4.01,42848195256,15099,Millenials,Europe
15259,Lithuania,2012,male,5-14 years,3,149055,2.01,42848195256,15099,Generation Z,Europe
15261,Lithuania,2013,male,35-54 years,382,405191,94.28,46417340375,16538,Generation X,Europe
15262,Lithuania,2013,male,55-74 years,223,265835,83.89,46417340375,16538,Boomers,Europe
15263,Lithuania,2013,male,75+ years,63,77510,81.28,46417340375,16538,Silent,Europe
15264,Lithuania,2013,male,25-34 years,121,188010,64.36,46417340375,16538,Millenials,Europe
15265,Lithuania,2013,male,15-24 years,96,203647,47.14,46417340375,16538,Millenials,Europe
15266,Lithuania,2013,female,75+ years,40,186711,21.42,46417340375,16538,Silent,Europe
15267,Lithuania,2013,female,35-54 years,75,442140,16.96,46417340375,16538,Generation X,Europe
15268,Lithuania,2013,female,25-34 years,22,182444,12.06,46417340375,16538,Millenials,Europe
15269,Lithuania,2013,female,55-74 years,41,380096,10.79,46417340375,16538,Boomers,Europe
15270,Lithuania,2013,female,15-24 years,17,192772,8.82,46417340375,16538,Millenials,Europe
15271,Lithuania,2013,female,5-14 years,3,137471,2.18,46417340375,16538,Generation Z,Europe
15272,Lithuania,2013,male,5-14 years,2,144800,1.38,46417340375,16538,Generation Z,Europe
15273,Lithuania,2014,male,75+ years,72,78763,91.41,48516371721,17442,Silent,Europe
15274,Lithuania,2014,male,35-54 years,309,396758,77.88,48516371721,17442,Generation X,Europe
15275,Lithuania,2014,male,55-74 years,204,269618,75.66,48516371721,17442,Boomers,Europe
15276,Lithuania,2014,male,25-34 years,94,189300,49.66,48516371721,17442,Millenials,Europe
15277,Lithuania,2014,male,15-24 years,88,197504,44.56,48516371721,17442,Millenials,Europe
15278,Lithuania,2014,female,75+ years,45,189437,23.75,48516371721,17442,Silent,Europe
15279,Lithuania,2014,female,55-74 years,47,383128,12.27,48516371721,17442,Boomers,Europe
15280,Lithuania,2014,female,35-54 years,43,431495,9.97,48516371721,17442,Generation X,Europe
15281,Lithuania,2014,female,15-24 years,12,186406,6.44,48516371721,17442,Millenials,Europe
15282,Lithuania,2014,female,25-34 years,11,182183,6.04,48516371721,17442,Millenials,Europe
15283,Lithuania,2014,female,5-14 years,3,135051,2.22,48516371721,17442,Generation Z,Europe
15284,Lithuania,2014,male,5-14 years,2,141934,1.41,48516371721,17442,Generation Z,Europe
15285,Lithuania,2015,male,75+ years,67,79672,84.09,41508609233,15073,Silent,Europe
15286,Lithuania,2015,male,55-74 years,216,273776,78.9,41508609233,15073,Boomers,Europe
15287,Lithuania,2015,male,35-54 years,275,387255,71.01,41508609233,15073,Generation X,Europe
15288,Lithuania,2015,male,25-34 years,101,190800,52.94,41508609233,15073,Millenials,Europe
15289,Lithuania,2015,male,15-24 years,66,188903,34.94,41508609233,15073,Millenials,Europe
15290,Lithuania,2015,female,75+ years,38,191358,19.86,41508609233,15073,Silent,Europe
15291,Lithuania,2015,female,55-74 years,55,386892,14.22,41508609233,15073,Boomers,Europe
15292,Lithuania,2015,female,35-54 years,46,419841,10.96,41508609233,15073,Generation X,Europe
15293,Lithuania,2015,female,25-34 years,17,182926,9.29,41508609233,15073,Millenials,Europe
15294,Lithuania,2015,female,15-24 years,10,178882,5.59,41508609233,15073,Millenials,Europe
15295,Lithuania,2015,female,5-14 years,3,133506,2.25,41508609233,15073,Generation Z,Europe
15296,Lithuania,2015,male,5-14 years,2,140115,1.43,41508609233,15073,Generation Z,Europe
15297,Lithuania,2016,male,75+ years,78,80426,96.98,42773029835,15742,Silent,Europe
15298,Lithuania,2016,male,55-74 years,212,277763,76.32,42773029835,15742,Boomers,Europe
15299,Lithuania,2016,male,35-54 years,266,376689,70.62,42773029835,15742,Generation X,Europe
15300,Lithuania,2016,male,25-34 years,96,191346,50.17,42773029835,15742,Millenials,Europe
15301,Lithuania,2016,male,15-24 years,41,177888,23.05,42773029835,15742,Millenials,Europe
15302,Lithuania,2016,female,75+ years,29,193001,15.03,42773029835,15742,Silent,Europe
15303,Lithuania,2016,female,55-74 years,45,390385,11.53,42773029835,15742,Boomers,Europe
15304,Lithuania,2016,female,35-54 years,41,406249,10.09,42773029835,15742,Generation X,Europe
15305,Lithuania,2016,female,25-34 years,8,182632,4.38,42773029835,15742,Millenials,Europe
15306,Lithuania,2016,female,15-24 years,6,168917,3.55,42773029835,15742,Millenials,Europe
15307,Luxembourg,1985,male,75+ years,6,6900,86.96,4738559685,13743,G.I. Generation,Europe
15308,Luxembourg,1985,male,55-74 years,14,30200,46.36,4738559685,13743,G.I. Generation,Europe
15309,Luxembourg,1985,female,75+ years,4,13500,29.63,4738559685,13743,G.I. Generation,Europe
15310,Luxembourg,1985,male,35-54 years,12,50200,23.9,4738559685,13743,Silent,Europe
15311,Luxembourg,1985,female,25-34 years,6,29800,20.13,4738559685,13743,Boomers,Europe
15312,Luxembourg,1985,female,35-54 years,5,47900,10.44,4738559685,13743,Silent,Europe
15313,Luxembourg,1985,male,25-34 years,3,29900,10.03,4738559685,13743,Boomers,Europe
15314,Luxembourg,1985,male,5-14 years,2,21700,9.22,4738559685,13743,Generation X,Europe
15315,Luxembourg,1985,male,15-24 years,2,28100,7.12,4738559685,13743,Generation X,Europe
15316,Luxembourg,1985,female,15-24 years,1,27800,3.6,4738559685,13743,Generation X,Europe
15319,Luxembourg,1986,male,75+ years,3,7100,42.25,6921264132,20004,G.I. Generation,Europe
15320,Luxembourg,1986,male,55-74 years,13,30800,42.21,6921264132,20004,G.I. Generation,Europe
15321,Luxembourg,1986,male,25-34 years,7,30200,23.18,6921264132,20004,Boomers,Europe
15322,Luxembourg,1986,male,35-54 years,11,50300,21.87,6921264132,20004,Silent,Europe
15323,Luxembourg,1986,female,55-74 years,7,38600,18.13,6921264132,20004,G.I. Generation,Europe
15324,Luxembourg,1986,female,25-34 years,4,30200,13.25,6921264132,20004,Boomers,Europe
15325,Luxembourg,1986,male,15-24 years,3,27800,10.79,6921264132,20004,Generation X,Europe
15326,Luxembourg,1986,female,75+ years,1,13900,7.19,6921264132,20004,G.I. Generation,Europe
15327,Luxembourg,1986,female,35-54 years,2,47900,4.18,6921264132,20004,Silent,Europe
15331,Luxembourg,1987,male,75+ years,3,7200,41.67,8614215559,24654,G.I. Generation,Europe
15332,Luxembourg,1987,male,35-54 years,19,51000,37.25,8614215559,24654,Silent,Europe
15333,Luxembourg,1987,male,25-34 years,10,31100,32.15,8614215559,24654,Boomers,Europe
15334,Luxembourg,1987,female,55-74 years,12,39000,30.77,8614215559,24654,G.I. Generation,Europe
15335,Luxembourg,1987,male,55-74 years,9,31500,28.57,8614215559,24654,G.I. Generation,Europe
15336,Luxembourg,1987,female,75+ years,3,14400,20.83,8614215559,24654,G.I. Generation,Europe
15337,Luxembourg,1987,female,35-54 years,8,48600,16.46,8614215559,24654,Silent,Europe
15338,Luxembourg,1987,male,15-24 years,4,27400,14.6,8614215559,24654,Generation X,Europe
15339,Luxembourg,1987,female,15-24 years,3,26500,11.32,8614215559,24654,Generation X,Europe
15340,Luxembourg,1987,female,25-34 years,3,31200,9.62,8614215559,24654,Boomers,Europe
15343,Luxembourg,1988,male,25-34 years,15,31700,47.32,9750161053,27676,Boomers,Europe
15344,Luxembourg,1988,male,55-74 years,14,31700,44.16,9750161053,27676,G.I. Generation,Europe
15345,Luxembourg,1988,male,35-54 years,18,51900,34.68,9750161053,27676,Silent,Europe
15346,Luxembourg,1988,male,75+ years,2,7300,27.4,9750161053,27676,G.I. Generation,Europe
15347,Luxembourg,1988,female,55-74 years,8,39000,20.51,9750161053,27676,G.I. Generation,Europe
15348,Luxembourg,1988,male,15-24 years,3,27000,11.11,9750161053,27676,Generation X,Europe
15349,Luxembourg,1988,female,35-54 years,5,49400,10.12,9750161053,27676,Silent,Europe
15350,Luxembourg,1988,female,25-34 years,3,31600,9.49,9750161053,27676,Boomers,Europe
15351,Luxembourg,1988,female,75+ years,1,14900,6.71,9750161053,27676,G.I. Generation,Europe
15355,Luxembourg,1989,male,75+ years,5,7600,65.79,10391504709,29239,G.I. Generation,Europe
15356,Luxembourg,1989,male,55-74 years,13,32000,40.63,10391504709,29239,G.I. Generation,Europe
15357,Luxembourg,1989,male,35-54 years,20,52900,37.81,10391504709,29239,Silent,Europe
15358,Luxembourg,1989,male,25-34 years,9,32500,27.69,10391504709,29239,Boomers,Europe
15359,Luxembourg,1989,male,15-24 years,6,26300,22.81,10391504709,29239,Generation X,Europe
15360,Luxembourg,1989,female,75+ years,3,15300,19.61,10391504709,29239,G.I. Generation,Europe
15361,Luxembourg,1989,female,35-54 years,7,50200,13.94,10391504709,29239,Silent,Europe
15362,Luxembourg,1989,female,55-74 years,4,39100,10.23,10391504709,29239,G.I. Generation,Europe
15363,Luxembourg,1989,female,25-34 years,3,31900,9.4,10391504709,29239,Boomers,Europe
15364,Luxembourg,1989,female,5-14 years,1,20700,4.83,10391504709,29239,Generation X,Europe
15365,Luxembourg,1989,male,5-14 years,1,21700,4.61,10391504709,29239,Generation X,Europe
15366,Luxembourg,1989,female,15-24 years,1,25200,3.97,10391504709,29239,Generation X,Europe
15367,Luxembourg,1990,male,75+ years,4,7700,51.95,13229247948,36871,G.I. Generation,Europe
15368,Luxembourg,1990,male,55-74 years,12,32400,37.04,13229247948,36871,G.I. Generation,Europe
15369,Luxembourg,1990,male,35-54 years,16,53800,29.74,13229247948,36871,Silent,Europe
15370,Luxembourg,1990,male,25-34 years,9,33200,27.11,13229247948,36871,Boomers,Europe
15371,Luxembourg,1990,female,75+ years,4,15500,25.81,13229247948,36871,G.I. Generation,Europe
15372,Luxembourg,1990,male,15-24 years,6,25900,23.17,13229247948,36871,Generation X,Europe
15373,Luxembourg,1990,female,35-54 years,10,51100,19.57,13229247948,36871,Silent,Europe
15374,Luxembourg,1990,female,55-74 years,5,39200,12.76,13229247948,36871,G.I. Generation,Europe
15375,Luxembourg,1990,female,25-34 years,2,32300,6.19,13229247948,36871,Boomers,Europe
15379,Luxembourg,1991,male,75+ years,8,7700,103.9,14321878795,39465,G.I. Generation,Europe
15380,Luxembourg,1991,male,55-74 years,16,32900,48.63,14321878795,39465,Silent,Europe
15381,Luxembourg,1991,male,35-54 years,17,55000,30.91,14321878795,39465,Boomers,Europe
15382,Luxembourg,1991,male,25-34 years,9,34000,26.47,14321878795,39465,Boomers,Europe
15383,Luxembourg,1991,female,35-54 years,12,52100,23.03,14321878795,39465,Boomers,Europe
15384,Luxembourg,1991,female,55-74 years,9,39500,22.78,14321878795,39465,Silent,Europe
15385,Luxembourg,1991,male,15-24 years,4,25600,15.63,14321878795,39465,Generation X,Europe
15386,Luxembourg,1991,female,75+ years,1,15600,6.41,14321878795,39465,G.I. Generation,Europe
15387,Luxembourg,1991,female,25-34 years,1,32600,3.07,14321878795,39465,Boomers,Europe
15391,Luxembourg,1992,male,75+ years,6,7600,78.95,16065740778,43740,G.I. Generation,Europe
15392,Luxembourg,1992,female,75+ years,4,15500,25.81,16065740778,43740,G.I. Generation,Europe
15393,Luxembourg,1992,female,55-74 years,10,40100,24.94,16065740778,43740,Silent,Europe
15394,Luxembourg,1992,male,55-74 years,7,33400,20.96,16065740778,43740,Silent,Europe
15395,Luxembourg,1992,female,35-54 years,10,53200,18.8,16065740778,43740,Boomers,Europe
15396,Luxembourg,1992,male,35-54 years,9,56100,16.04,16065740778,43740,Boomers,Europe
15397,Luxembourg,1992,male,25-34 years,5,34600,14.45,16065740778,43740,Boomers,Europe
15398,Luxembourg,1992,female,25-34 years,4,33100,12.08,16065740778,43740,Boomers,Europe
15399,Luxembourg,1992,female,15-24 years,2,23800,8.4,16065740778,43740,Generation X,Europe
15400,Luxembourg,1992,male,15-24 years,2,25200,7.94,16065740778,43740,Generation X,Europe
15403,Luxembourg,1993,male,75+ years,4,7500,53.33,16486900187,44320,G.I. Generation,Europe
15404,Luxembourg,1993,male,15-24 years,10,24900,40.16,16486900187,44320,Generation X,Europe
15405,Luxembourg,1993,male,35-54 years,22,57300,38.39,16486900187,44320,Boomers,Europe
15406,Luxembourg,1993,female,55-74 years,8,40800,19.61,16486900187,44320,Silent,Europe
15407,Luxembourg,1993,male,55-74 years,6,34200,17.54,16486900187,44320,Silent,Europe
15408,Luxembourg,1993,male,25-34 years,6,34900,17.19,16486900187,44320,Boomers,Europe
15409,Luxembourg,1993,female,35-54 years,5,54200,9.23,16486900187,44320,Boomers,Europe
15410,Luxembourg,1993,female,75+ years,1,15300,6.54,16486900187,44320,G.I. Generation,Europe
15411,Luxembourg,1993,female,25-34 years,2,33500,5.97,16486900187,44320,Boomers,Europe
15415,Luxembourg,1994,male,75+ years,8,7500,106.67,18325791415,48610,G.I. Generation,Europe
15416,Luxembourg,1994,male,55-74 years,15,35000,42.86,18325791415,48610,Silent,Europe
15417,Luxembourg,1994,male,35-54 years,22,58400,37.67,18325791415,48610,Boomers,Europe
15418,Luxembourg,1994,male,15-24 years,7,24700,28.34,18325791415,48610,Generation X,Europe
15419,Luxembourg,1994,male,25-34 years,9,35000,25.71,18325791415,48610,Boomers,Europe
15420,Luxembourg,1994,female,55-74 years,5,41300,12.11,18325791415,48610,Silent,Europe
15421,Luxembourg,1994,female,35-54 years,4,55400,7.22,18325791415,48610,Boomers,Europe
15422,Luxembourg,1994,female,75+ years,1,15300,6.54,18325791415,48610,G.I. Generation,Europe
15423,Luxembourg,1994,female,25-34 years,2,33900,5.9,18325791415,48610,Boomers,Europe
15424,Luxembourg,1994,female,15-24 years,1,23700,4.22,18325791415,48610,Generation X,Europe
15427,Luxembourg,1995,male,75+ years,4,7400,54.05,21588170498,56499,G.I. Generation,Europe
15428,Luxembourg,1995,male,55-74 years,11,35500,30.99,21588170498,56499,Silent,Europe
15429,Luxembourg,1995,male,35-54 years,17,59600,28.52,21588170498,56499,Boomers,Europe
15430,Luxembourg,1995,male,25-34 years,8,35300,22.66,21588170498,56499,Generation X,Europe
15431,Luxembourg,1995,male,15-24 years,5,24500,20.41,21588170498,56499,Generation X,Europe
15432,Luxembourg,1995,female,75+ years,3,15700,19.11,21588170498,56499,G.I. Generation,Europe
15433,Luxembourg,1995,female,35-54 years,8,56600,14.13,21588170498,56499,Boomers,Europe
15434,Luxembourg,1995,female,25-34 years,3,34100,8.8,21588170498,56499,Generation X,Europe
15435,Luxembourg,1995,female,55-74 years,3,41700,7.19,21588170498,56499,Silent,Europe
15436,Luxembourg,1995,female,15-24 years,1,23700,4.22,21588170498,56499,Generation X,Europe
15439,Luxembourg,1996,male,75+ years,5,7600,65.79,21776609772,56169,G.I. Generation,Europe
15440,Luxembourg,1996,male,55-74 years,18,36000,50,21776609772,56169,Silent,Europe
15441,Luxembourg,1996,male,35-54 years,22,61000,36.07,21776609772,56169,Boomers,Europe
15442,Luxembourg,1996,female,35-54 years,10,58100,17.21,21776609772,56169,Boomers,Europe
15443,Luxembourg,1996,male,25-34 years,5,35400,14.12,21776609772,56169,Generation X,Europe
15444,Luxembourg,1996,female,75+ years,2,16200,12.35,21776609772,56169,G.I. Generation,Europe
15445,Luxembourg,1996,male,15-24 years,3,24400,12.3,21776609772,56169,Generation X,Europe
15446,Luxembourg,1996,female,15-24 years,2,23800,8.4,21776609772,56169,Generation X,Europe
15447,Luxembourg,1996,female,55-74 years,3,41800,7.18,21776609772,56169,Silent,Europe
15448,Luxembourg,1996,female,25-34 years,2,34300,5.83,21776609772,56169,Generation X,Europe
15451,Luxembourg,1997,male,75+ years,10,7600,131.58,19731912494,50260,G.I. Generation,Europe
15452,Luxembourg,1997,male,35-54 years,23,62500,36.8,19731912494,50260,Boomers,Europe
15453,Luxembourg,1997,male,55-74 years,13,36500,35.62,19731912494,50260,Silent,Europe
15454,Luxembourg,1997,male,15-24 years,7,24400,28.69,19731912494,50260,Generation X,Europe
15455,Luxembourg,1997,male,25-34 years,7,35500,19.72,19731912494,50260,Generation X,Europe
15456,Luxembourg,1997,female,55-74 years,8,42000,19.05,19731912494,50260,Silent,Europe
15457,Luxembourg,1997,female,25-34 years,6,34400,17.44,19731912494,50260,Generation X,Europe
15458,Luxembourg,1997,female,35-54 years,5,59500,8.4,19731912494,50260,Boomers,Europe
15459,Luxembourg,1997,female,75+ years,1,16500,6.06,19731912494,50260,G.I. Generation,Europe
15460,Luxembourg,1997,female,15-24 years,1,23600,4.24,19731912494,50260,Generation X,Europe
15463,Luxembourg,1998,male,75+ years,4,7766,51.51,20209122027,50788,G.I. Generation,Europe
15464,Luxembourg,1998,male,35-54 years,22,63893,34.43,20209122027,50788,Boomers,Europe
15465,Luxembourg,1998,male,55-74 years,11,37286,29.5,20209122027,50788,Silent,Europe
15466,Luxembourg,1998,male,25-34 years,7,35156,19.91,20209122027,50788,Generation X,Europe
15467,Luxembourg,1998,female,75+ years,3,16885,17.77,20209122027,50788,G.I. Generation,Europe
15468,Luxembourg,1998,male,15-24 years,4,24415,16.38,20209122027,50788,Generation X,Europe
15469,Luxembourg,1998,female,55-74 years,4,42149,9.49,20209122027,50788,Silent,Europe
15470,Luxembourg,1998,female,35-54 years,5,61065,8.19,20209122027,50788,Boomers,Europe
15471,Luxembourg,1998,female,25-34 years,2,34112,5.86,20209122027,50788,Generation X,Europe
15472,Luxembourg,1998,female,15-24 years,1,23701,4.22,20209122027,50788,Generation X,Europe
15473,Luxembourg,1998,female,5-14 years,1,25057,3.99,20209122027,50788,Millenials,Europe
15475,Luxembourg,1999,male,75+ years,4,7879,50.77,22235929043,55054,G.I. Generation,Europe
15476,Luxembourg,1999,male,35-54 years,20,65502,30.53,22235929043,55054,Boomers,Europe
15477,Luxembourg,1999,male,55-74 years,11,37992,28.95,22235929043,55054,Silent,Europe
15478,Luxembourg,1999,male,25-34 years,9,34774,25.88,22235929043,55054,Generation X,Europe
15479,Luxembourg,1999,male,15-24 years,5,24781,20.18,22235929043,55054,Generation X,Europe
15480,Luxembourg,1999,female,75+ years,3,17336,17.31,22235929043,55054,G.I. Generation,Europe
15481,Luxembourg,1999,female,35-54 years,9,62509,14.4,22235929043,55054,Boomers,Europe
15482,Luxembourg,1999,female,55-74 years,6,42307,14.18,22235929043,55054,Silent,Europe
15483,Luxembourg,1999,female,25-34 years,2,33805,5.92,22235929043,55054,Generation X,Europe
15484,Luxembourg,1999,female,5-14 years,1,25830,3.87,22235929043,55054,Millenials,Europe
15487,Luxembourg,2000,male,75+ years,7,8005,87.45,21263514833,51841,G.I. Generation,Europe
15488,Luxembourg,2000,male,55-74 years,15,38593,38.87,21263514833,51841,Silent,Europe
15489,Luxembourg,2000,male,35-54 years,15,67181,22.33,21263514833,51841,Boomers,Europe
